"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"2021-04-22";"327.2712";"29.31";"0.07";"1490.49";"760.6";"1116.4068";"11320.32";"19347.21"
"2021-04-21";"326.537";"29.25";"0.06";"1386.65";"687";"1116.4068";"11320.28";"19347.31"
"2021-04-20";"325.8445";"29.19";"0";"1170.48";"1202.9";"1116.4068";"11320.42";"19355.57"
"2021-04-19";"325.8853";"29.19";"-0.05";"863.4";"1426.9";"1116.4068";"11320.37";"19355.58"
"2021-04-18";"326.4363";"29.24";"0.04";"1425.62";"994.9";"1116.4112";"11320.43";"19363.19"
"2021-04-17";"326.0336";"29.2";"-0.01";"1122.85";"1202.2";"1116.4112";"11320.34";"19370.47"
"2021-04-16";"326.131";"29.21";"-0.14";"739.84";"2258";"1116.4112";"11320.18";"19342.36"
"2021-04-15";"327.6778";"29.35";"-0.24";"350.31";"3010.6";"1116.4112";"11319.94";"19307.77"
"2021-04-14";"330.3505";"29.59";"-0.27";"393.03";"3395.1";"1116.4112";"11319.64";"19277.29"
"2021-04-13";"333.4561";"29.86";"-0.29";"480.74";"3745.5";"1116.8677";"11319.32";"19199.95"
"2021-04-12";"336.7707";"30.15";"-0.26";"585.32";"3442.4";"1116.8677";"11318.96";"19283.67"
"2021-04-11";"339.6504";"30.41";"0";"1461.65";"1485.2";"1116.8745";"11319.07";"19329.92"
"2021-04-10";"339.4998";"30.4";"-0.05";"924.29";"1434.8";"1116.8745";"11319";"19342.75"
"2021-04-09";"339.9413";"30.44";"-0.15";"685.18";"2339.8";"1116.8745";"11318.95";"19323.14"
"2021-04-08";"341.6281";"30.59";"-0.24";"432.42";"3093.8";"1116.8745";"11318.54";"19365.69"
"2021-04-07";"344.3048";"30.83";"-0.27";"410.71";"3475.7";"1116.8745";"11318.29";"19320.09"
"2021-04-06";"347.4049";"31.11";"-0.17";"983.6";"2860.1";"1116.8745";"11191.22";"19387.29"
"2021-04-05";"349.3308";"31.28";"0.08";"2014.69";"1090.4";"1116.8745";"11141.43";"19386.66"
"2021-04-04";"348.4042";"31.19";"0.2";"2747.08";"536.6";"1116.8745";"11080.48";"19385.89"
"2021-04-03";"346.2118";"31";"0.2";"2757.11";"541.5";"1116.8745";"11080.06";"19385.27"
"2021-04-02";"343.9872";"30.8";"0.19";"2671.31";"513.3";"1116.8745";"11144.2";"19385.06"
"2021-04-01";"341.9733";"30.62";"0.22";"2845.23";"364.7";"1116.8745";"11138.85";"19385.69"
"2021-03-31";"336.8874";"30.06";"0.09";"2608.34";"1599.8";"1120.8421";"11344.37";"19398.39"
"2021-03-30";"336.0529";"30.13";"0.1";"2109.87";"1025.9";"1115.1773";"11207.28";"19140.74"
"2021-03-29";"334.1759";"29.97";"0.04";"1672.33";"1245";"1115.1773";"11206.87";"19065.06"
"2021-03-28";"334.0154";"29.95";"0.05";"1692.8";"1130.4";"1115.1773";"11206.57";"19147.08"
"2021-03-27";"333.4407";"29.93";"0.04";"1671.04";"1206.2";"1114.1837";"11037.08";"18880.38"
"2021-03-26";"333.0283";"29.86";"0.02";"1530.52";"1341.9";"1115.1773";"11200.74";"19149.24"
"2021-03-25";"332.83";"29.85";"-0.11";"896.85";"2111.4";"1115.1787";"11200.16";"19128.81"
"2021-03-24";"334.0323";"29.95";"-0.17";"794.47";"2665.3";"1115.1787";"11199.65";"19152.47"
"2021-03-23";"335.9113";"30.12";"-0.24";"543.2";"3232.4";"1115.1787";"11198.98";"19109.41"
"2021-03-22";"338.6325";"30.37";"-0.31";"317.72";"3746.4";"1115.1806";"11198.32";"19104.43"
"2021-03-21";"342.0816";"30.67";"-0.16";"784.89";"2575.4";"1115.1806";"11197.84";"19127.83"
"2021-03-20";"343.8845";"30.84";"-0.22";"624.16";"3117.1";"1115.1806";"11213.28";"19131.47"
"2021-03-19";"346.4072";"31.06";"-0.33";"358.09";"4002.2";"1115.1806";"11196.91";"19153.73"
"2021-03-18";"350.07";"31.39";"-0.36";"255.15";"4236.5";"1115.1806";"11196.23";"19076.01"
"2021-03-17";"354.1737";"31.76";"-0.3";"477.17";"3824.6";"1115.1806";"11195.55";"19084.66"
"2021-03-16";"357.5545";"32.06";"-0.28";"543.9";"3632.3";"1115.1806";"11194.94";"19098.13"
"2021-03-15";"360.6796";"32.34";"-0.25";"450.47";"3199.2";"1115.1806";"11194.45";"19153.44"
"2021-03-14";"363.0216";"32.59";"-0.14";"719.46";"2224.1";"1114.0344";"11193.99";"19073.17"
"2021-03-13";"364.5254";"32.72";"-0.11";"952.33";"2157.2";"1114.0344";"11193.51";"19078.07"
"2021-03-12";"365.734";"33.02";"-0.16";"815.04";"2581.8";"1107.6619";"11192.99";"19169.54"
"2021-03-11";"367.5112";"32.99";"-0.2";"761.97";"2975.1";"1114.0347";"11192.49";"19085.29"
"2021-03-10";"369.736";"33.19";"-0.32";"365.74";"3979.2";"1114.0355";"11168.11";"19002.19"
"2021-03-09";"373.3726";"33.52";"-0.44";"208.96";"5165.2";"1114.0226";"11167.65";"19074.51"
"2021-03-08";"378.3843";"33.97";"-0.45";"300.6";"5316.3";"1114.0363";"11167.14";"19091.59"
"2021-03-07";"383.4557";"34.42";"-0.32";"337.04";"3899.7";"1114.0363";"11190.7";"19074.26"
"2021-03-06";"387.0599";"34.74";"-0.31";"312.86";"3806.7";"1114.0363";"11190.12";"19084.34"
"2021-03-05";"390.5828";"35.06";"-0.42";"304.73";"4935.1";"1114.0363";"11189.53";"19050.87"
"2021-03-04";"395.1388";"35.47";"-0.39";"245.06";"4566.9";"1114.0363";"11188.89";"19057.23"
"2021-03-03";"399.354";"35.85";"-0.34";"249.16";"4025.9";"1114.0363";"11188.38";"19047.43"
"2021-03-02";"403.0033";"36.18";"-0.34";"316.96";"4066.7";"1114.0363";"11187.78";"19106.21"
"2021-03-01";"406.6543";"36.5";"-0.36";"273.85";"4309.8";"1114.0363";"11140.37";"19102.87"
"2021-02-28";"410.6099";"36.86";"-0.23";"382.31";"2956.8";"1114.0363";"11139.9";"19124.12"
"2021-02-27";"413.2637";"37.1";"-0.19";"493.38";"2665";"1114.0363";"11139.41";"19136.77"
"2021-02-26";"415.4886";"37.3";"-0.25";"626.47";"3449.2";"1114.0363";"11139.03";"19155.24"
"2021-02-25";"418.214";"37.54";"-0.25";"705.49";"3461.4";"1114.0363";"11138.61";"19151.63"
"2021-02-24";"421.0003";"37.79";"-0.19";"1207.22";"3302.5";"1114.0366";"11138.52";"18782.77"
"2021-02-23";"423.1037";"37.98";"-0.29";"694.85";"3870.7";"1114.0368";"11138.1";"18746.39"
"2021-02-22";"426.3023";"38.27";"-0.36";"425.95";"4434";"1114.037";"11137.57";"18860.65"
"2021-02-21";"430.3258";"38.63";"-0.2";"888.42";"3067.7";"1114.037";"11137.05";"18897.6"
"2021-02-20";"432.5183";"38.82";"-0.26";"802.79";"3652.4";"1114.037";"11136.64";"18918.62"
"2021-02-19";"435.4163";"39.08";"-0.42";"294.82";"5007.4";"1114.037";"11136.15";"18911.26"
"2021-02-18";"440.1747";"39.51";"-0.43";"249.88";"5093.6";"1114.0372";"11135.79";"18930.48"
"2021-02-17";"445.1472";"39.96";"-0.47";"337.93";"5550.1";"1114.0513";"11135.44";"18926.88"
"2021-02-16";"450.3977";"40.43";"-0.59";"234.69";"6850.8";"1114.0796";"11134.98";"18887.94"
"2021-02-15";"457.0882";"41.03";"-0.79";"205.25";"8977.2";"1114.0797";"11134.42";"18873.23"
"2021-02-14";"465.8854";"41.82";"-0.76";"197.31";"8710.3";"1114.0798";"11133.87";"18871.75"
"2021-02-13";"474.4514";"42.59";"-0.85";"164.67";"9673.6";"1114.0798";"11133.3";"18872.67"
"2021-02-12";"483.9909";"43.44";"-0.91";"166.78";"10299.1";"1114.0799";"11132.76";"18851.8"
"2021-02-11";"494.1578";"44.35";"-0.9";"250.82";"10228.4";"1114.1563";"11132.93";"19039.38"
"2021-02-10";"504.1313";"45.25";"-0.9";"217.63";"10255.4";"1114.1564";"11132.11";"19155.26"
"2021-02-09";"514.1995";"46.15";"-0.88";"227.87";"10067.7";"1114.1564";"11151.79";"19154.65"
"2021-02-08";"524.0735";"47.04";"-0.83";"169.1";"9368.1";"1114.1564";"11151.12";"19212.29"
"2021-02-07";"533.2873";"47.86";"-0.53";"329.94";"6247.2";"1114.1564";"11150.75";"19203.24"
"2021-02-06";"539.2035";"48.4";"-0.4";"585.66";"4997.8";"1114.1564";"11150.51";"19203.72"
"2021-02-05";"543.6521";"48.79";"-0.48";"436.46";"5792.6";"1114.1564";"11149.95";"19159.83"
"2021-02-04";"549.0209";"49.28";"-0.51";"395.08";"6103.5";"1114.1565";"11149.43";"19145.32"
"2021-02-03";"554.7458";"49.79";"-0.46";"479.81";"5605.4";"1114.1565";"11149.07";"19133.23"
"2021-02-02";"559.9238";"50.26";"-0.59";"335.34";"6915.9";"1114.1565";"11148.57";"19134.08"
"2021-02-01";"566.5313";"50.85";"-0.71";"447.71";"8359.7";"1114.1565";"11147.9";"19130.67"
"2021-01-31";"573.956";"51.51";"-0.57";"383.62";"6686.4";"1114.1565";"11147.18";"19153.86"
"2021-01-30";"580.3437";"52.09";"-0.52";"462.8";"6304.2";"1114.1565";"11146.5";"19155"
"2021-01-29";"586.0169";"52.6";"-0.55";"568.71";"6688.3";"1114.1565";"11145.96";"19169.09"
"2021-01-28";"592.13";"53.15";"-0.66";"452.15";"7834";"1114.1565";"11145.31";"19133.91"
"2021-01-27";"599.4271";"53.8";"-0.78";"218.06";"8949.2";"1114.1565";"11144.64";"19130.29"
"2021-01-26";"608.1738";"54.58";"-0.77";"271.63";"8902.2";"1114.2645";"11143.46";"19128.45"
"2021-01-25";"616.7901";"55.35";"-0.8";"156.63";"9069.2";"1114.2645";"11142.82";"19129.41"
"2021-01-24";"625.5708";"56.14";"-0.58";"366.61";"6780.7";"1114.2645";"11142.37";"19112.63"
"2021-01-23";"631.8241";"56.7";"-0.54";"409.76";"6416.4";"1114.2645";"11141.65";"19106.22"
"2021-01-22";"637.869";"57.25";"-0.61";"350.41";"7145.1";"1114.2645";"11140.55";"19250.01"
"2021-01-21";"644.4758";"57.84";"-0.57";"626.41";"6964.7";"1114.2645";"11139.42";"19337.03"
"2021-01-20";"650.8207";"58.41";"-0.66";"268.5";"7568.7";"1114.2645";"11138.38";"19359.77"
"2021-01-19";"658.1635";"59.07";"-0.81";"188.67";"9172.5";"1114.2645";"11137.23";"19362.8"
"2021-01-18";"667.1858";"59.88";"-0.93";"128.72";"10436.8";"1114.2645";"11136.03";"19365.81"
"2021-01-17";"677.497";"60.8";"-0.81";"248.37";"9222.4";"1114.2645";"11134.85";"19369.09"
"2021-01-16";"686.5396";"61.61";"-0.85";"172.32";"9602.8";"1114.2645";"11133.63";"19372.31"
"2021-01-15";"695.9824";"62.46";"-0.95";"142.06";"10763";"1114.2645";"11132.4";"19375.58"
"2021-01-14";"706.653";"63.42";"-0.89";"124.5";"10070.3";"1114.2645";"11084.36";"19378.84"
"2021-01-13";"716.6158";"64.31";"-0.85";"220.01";"9739.6";"1114.2645";"11083.17";"19381.98"
"2021-01-12";"725.8476";"65.14";"-0.87";"109.57";"9855";"1114.2645";"11082.21";"19399.52"
"2021-01-11";"735.5692";"66.01";"-0.9";"104.97";"10167.9";"1114.2645";"11081.27";"19402.01"
"2021-01-10";"745.6101";"66.91";"-0.76";"193.56";"8670.3";"1114.2645";"11080.4";"19404.31"
"2021-01-09";"754.1225";"67.68";"-0.78";"155.45";"8901.2";"1114.2645";"11079.46";"19406.79"
"2021-01-08";"762.8765";"68.46";"-0.88";"113.43";"9941";"1114.2645";"11078.56";"19409.16"
"2021-01-07";"772.7993";"69.36";"-0.87";"141.98";"9874.4";"1114.2645";"11077.99";"19274.68"
"2021-01-06";"782.6135";"70.24";"-0.82";"154.82";"9296.6";"1114.2645";"11077.06";"19403.51"
"2021-01-05";"791.3539";"71.02";"-0.82";"131.43";"9225";"1114.2645";"11076.13";"19415.57"
"2021-01-04";"800.5067";"71.84";"-0.76";"161.03";"8599.9";"1114.2645";"11075.25";"19417.89"
"2021-01-03";"808.9403";"72.6";"-0.56";"255.85";"6462";"1114.2645";"11074.57";"19419.71"
"2021-01-02";"815.2048";"73.16";"-0.53";"293.35";"6228.5";"1114.2645";"11074";"19421.19"
"2021-01-01";"821.0482";"73.69";"-0.47";"427.73";"5630.3";"1114.2422";"11072.83";"19423.53"
"2020-12-31";"825.2586";"74.06";"-0.46";"292.01";"5425.3";"1114.2422";"11071.56";"19446.16"
"2020-12-30";"843.914";"74.73";"-0.53";"279.18";"6234.8";"1129.3385";"11879.62";"20420.11"
"2020-12-29";"849.8126";"75.25";"-0.51";"293.29";"5998.9";"1129.3385";"11878.69";"20422.58"
"2020-12-28";"855.6459";"75.77";"-0.51";"302.05";"6029.8";"1129.3385";"11891.5";"20421.11"
"2020-12-27";"861.3851";"76.27";"-0.38";"454.11";"4692";"1129.3385";"11890.65";"20423.4"
"2020-12-26";"865.6251";"76.65";"-0.29";"753.56";"4042.4";"1129.3385";"11889.81";"20425.59"
"2020-12-25";"868.9007";"76.94";"-0.25";"744.74";"3524.2";"1129.3385";"11889.14";"20427.32"
"2020-12-24";"872.1754";"77.23";"-0.19";"801.03";"2932.6";"1129.3385";"11896.1";"20429.54"
"2020-12-23";"874.4176";"77.43";"-0.24";"912.84";"3569.6";"1129.2621";"11895.93";"20432.37"
"2020-12-22";"876.9539";"77.65";"-0.33";"561.47";"4269.6";"1129.3385";"11889.23";"20434.23"
"2020-12-21";"880.6406";"77.98";"-0.39";"489.07";"4862.1";"1129.3385";"11888.38";"20436.45"
"2020-12-20";"884.9874";"78.36";"-0.27";"850.54";"3949.6";"1129.3385";"11907.87";"20437.81"
"2020-12-19";"888.0855";"78.64";"-0.24";"978.91";"3720.5";"1129.3385";"11907.25";"20439.44"
"2020-12-18";"890.8143";"78.88";"-0.37";"673.86";"4803";"1129.3385";"11906.1";"20425.19"
"2020-12-17";"894.9166";"79.24";"-0.42";"333.1";"5077.4";"1129.3385";"11910.24";"20427.47"
"2020-12-16";"899.6555";"79.66";"-0.43";"308.58";"5180.5";"1129.3385";"11908.89";"20431.03"
"2020-12-15";"904.6404";"80.11";"-0.46";"325.34";"5474";"1129.2621";"11907.87";"20433.73"
"2020-12-14";"910.2016";"80.53";"-0.45";"284.49";"5394.6";"1130.2903";"11906.99";"20436.06"
"2020-12-13";"915.1774";"80.98";"-0.36";"605.26";"4673.2";"1130.144";"11911.86";"20434.24"
"2020-12-12";"919.246";"81.34";"-0.45";"373.99";"5506.9";"1130.144";"11905.41";"20436.22"
"2020-12-11";"924.3806";"81.79";"-0.6";"221.86";"7000.6";"1130.144";"11904.05";"20454.11"
"2020-12-10";"931.165";"82.39";"-0.67";"224.31";"7782.3";"1130.144";"11902.86";"20358.24"
"2020-12-09";"938.4535";"83.04";"-0.67";"170.29";"7776.1";"1130.144";"11901.71";"20361.29"
"2020-12-08";"946.4395";"83.75";"-0.56";"236.12";"6584";"1130.144";"11900.7";"20363.95"
"2020-12-07";"952.7923";"84.31";"-0.59";"274.52";"6974.2";"1130.144";"11899.61";"20366.81"
"2020-12-06";"959.518";"84.9";"-0.44";"491.26";"5418.2";"1130.144";"11865.55";"20374.62"
"2020-12-05";"964.4615";"85.34";"-0.46";"482.97";"5699";"1130.144";"11864.31";"20377.89"
"2020-12-04";"969.3845";"85.78";"-0.59";"276.46";"6926.7";"1130.144";"11863.09";"20381.13"
"2020-12-03";"976.0299";"86.36";"-0.64";"213.83";"7495.7";"1130.144";"11862.17";"20383.55"
"2020-12-02";"983.3839";"87.01";"-0.67";"215.62";"7805.6";"1130.144";"11861.39";"20385.62"
"2020-12-01";"990.9404";"87.68";"-0.64";"196.55";"7427.3";"1130.144";"11860.45";"20388.09"
"2020-11-30";"997.4908";"88.29";"-0.6";"345.95";"7142.2";"1129.803";"11860.51";"20515.93"
"2020-11-29";"1003.6554";"88.83";"-0.44";"444.68";"5442.7";"1129.803";"11859.72";"20519.02"
"2020-11-28";"1008.657";"89.28";"-0.42";"238.55";"5034.4";"1129.803";"11858.94";"20522.08"
"2020-11-27";"1013.585";"89.71";"-0.52";"184.31";"6083.8";"1129.803";"11853.1";"20524.18"
"2020-11-26";"1019.4847";"90.24";"-0.52";"115.61";"5982.1";"1129.803";"11852.01";"20527.06"
"2020-11-25";"1025.3521";"90.75";"-0.48";"143.36";"5526.7";"1129.803";"11851.36";"20528.78"
"2020-11-24";"1030.7424";"91.23";"-0.39";"272.97";"4688.5";"1129.803";"11851.01";"20529.7"
"2020-11-23";"1035.1747";"91.62";"-0.35";"250.19";"4228";"1129.803";"11851.08";"20529.51"
"2020-11-22";"1039.1806";"91.98";"-0.23";"509.14";"3129";"1129.803";"11850.94";"20529.88"
"2020-11-21";"1041.8231";"92.21";"-0.2";"598.22";"2874.5";"1129.803";"11850.88";"20530.06"
"2020-11-20";"1044.1079";"92.42";"-0.3";"444.46";"3844.2";"1129.803";"11850.57";"20490.86"
"2020-11-19";"1047.5704";"92.72";"-0.2";"495.55";"2778.4";"1129.803";"11826.51";"20405.35"
"2020-11-18";"1049.8288";"92.92";"-0.11";"882.94";"2156.3";"1129.803";"11826.67";"20404.92"
"2020-11-17";"1051.1012";"93.03";"-0.15";"492.87";"2237.2";"1129.803";"11826.66";"20404.95"
"2020-11-16";"1052.844";"93.19";"-0.14";"456.1";"2073.8";"1129.803";"11826.76";"20490.38"
"2020-11-15";"1054.4501";"93.33";"0.03";"1484.36";"1175";"1129.803";"11851.07";"20489.56"
"2020-11-14";"1054.114";"93.3";"-0.01";"1221.45";"1372.6";"1129.803";"11851.02";"20489.69"
"2020-11-13";"1054.2704";"93.31";"-0.18";"347.27";"2404.9";"1129.803";"11850.92";"20489.95"
"2020-11-12";"1056.3261";"93.5";"-0.19";"351.05";"2541.2";"1129.803";"11850.79";"20490.28"
"2020-11-11";"1058.5028";"93.69";"-0.19";"336.9";"2514.6";"1129.803";"11850.68";"20490.59"
"2020-11-10";"1060.6771";"93.88";"-0.25";"224.01";"3078.1";"1129.803";"11849.94";"20492.54"
"2020-11-09";"1063.7055";"94.15";"-0.19";"349.83";"2539.2";"1129.8081";"11849.73";"20493.28"
"2020-11-08";"1065.7807";"94.33";"-0.02";"778.44";"1020.5";"1129.8081";"11849.8";"20533.11"
"2020-11-07";"1066.0216";"94.35";"-0.06";"629.45";"1259.1";"1129.8081";"11849.75";"20533.23"
"2020-11-06";"1066.6453";"94.41";"-0.14";"486.09";"2109.4";"1129.8081";"11849.63";"20533.56"
"2020-11-05";"1068.2875";"94.55";"-0.21";"306.57";"2676.9";"1129.8081";"11849.33";"20534.36"
"2020-11-04";"1070.6737";"94.77";"-0.18";"308.12";"2351.9";"1129.8081";"11849.45";"20506.03"
"2020-11-03";"1072.7727";"94.95";"-0.09";"573.31";"1643.6";"1129.8081";"11849.81";"20505.07"
"2020-11-02";"1073.8709";"95.05";"0.06";"1801.6";"1177";"1129.8081";"11850.54";"20503.15"
"2020-11-01";"1073.2083";"94.99";"0.13";"2259.17";"740.8";"1129.7581";"11851.35";"20501"
"2020-10-31";"1071.1714";"94.64";"0.15";"2035.2";"379.4";"1131.8671";"11802.11";"20495.21"
"2020-10-30";"1069.9306";"94.42";"-0.02";"594.77";"803.2";"1133.1671";"11802.14";"20495.14"
"2020-10-29";"1069.4894";"94.38";"-0.09";"417.75";"1390.2";"1133.1671";"11802.15";"20466.1"
"2020-10-28";"1070.4718";"94.43";"-0.08";"392.46";"1274";"1133.6671";"11826.05";"20466.38"
"2020-10-27";"1071.3744";"94.51";"-0.15";"340.96";"2041.1";"1133.6671";"11825.2";"20468.6"
"2020-10-26";"1073.0917";"94.66";"-0.04";"625.19";"1097";"1133.6671";"11825.13";"20468.81"
"2020-10-25";"1073.2263";"94.67";"0.12";"1860.01";"489.6";"1133.6671";"11825.36";"20447.19"
"2020-10-24";"1071.9763";"94.48";"0.09";"1502.42";"499.6";"1134.6526";"12000.65";"20653.95"
"2020-10-23";"1070.5929";"94.44";"-0.04";"664.14";"1160";"1133.6671";"11824.49";"20431.64"
"2020-10-22";"1071.0823";"94.48";"-0.05";"561.02";"1148.6";"1133.6671";"11783.39";"20085.27"
"2020-10-21";"1071.6687";"94.53";"-0.04";"593.68";"1065.7";"1133.6671";"11783.41";"20085.23"
"2020-10-20";"1072.1331";"94.57";"-0.09";"577.48";"1582";"1133.6671";"11758.68";"20087.16"
"2020-10-19";"1073.1442";"94.66";"-0.13";"501.51";"1927.4";"1133.6671";"11758.08";"20088.73"
"2020-10-18";"1074.5808";"94.78";"-0.03";"693.64";"987.6";"1133.7502";"11783.09";"20091.41"
"2020-10-17";"1073.364";"94.67";"-0.09";"509.17";"1529.4";"1133.7502";"11782.66";"20092.53"
"2020-10-16";"1075.934";"94.9";"-0.17";"317.2";"2269.5";"1133.7502";"11781.83";"20094.74"
"2020-10-15";"1077.888";"95.07";"-0.16";"421.29";"2267";"1133.7502";"11781.48";"20095.67"
"2020-10-14";"1079.7389";"95.24";"-0.12";"493.57";"1882.4";"1133.7502";"11886.51";"19849.59"
"2020-10-13";"1081.0373";"95.35";"-0.11";"503.81";"1700.4";"1133.7502";"11886.45";"19849.75"
"2020-10-12";"1082.2658";"95.67";"-0.06";"676.35";"1385.8";"1131.2502";"11886.82";"19848.77"
"2020-10-11";"1082.9259";"95.73";"0.12";"1735.76";"416.8";"1131.2811";"11887.83";"19790.08"
"2020-10-10";"1081.7611";"95.68";"0.17";"2172.95";"227.2";"1130.5625";"11888.34";"19740.03"
"2020-10-09";"1079.114";"95.45";"0.06";"1120.32";"487.8";"1130.5625";"11888.8";"19738.83"
"2020-10-08";"1078.4693";"95.39";"0.05";"1058.07";"459.7";"1130.5625";"11889.08";"19738.08"
"2020-10-07";"1077.9788";"95.35";"0.04";"1149.51";"659.7";"1130.5625";"11889.29";"19737.53"
"2020-10-06";"1077.4841";"95.31";"0.07";"1227.68";"487.6";"1130.5625";"11889.66";"19736.53"
"2020-10-05";"1076.7451";"95.24";"0.05";"1289.84";"675.7";"1130.5228";"11890.09";"19735.4"
"2020-10-04";"1076.1222";"95.19";"0.22";"2792.98";"358.6";"1130.5499";"11891.44";"19665.75"
"2020-10-03";"1073.6675";"94.97";"0.21";"2704.08";"378.2";"1130.5499";"11892.18";"19703.96"
"2020-10-02";"1071.379";"94.77";"0.11";"1720.33";"423.9";"1130.5499";"11892.74";"19770.31"
"2020-10-01";"1069.7365";"94.62";"0.04";"1235.39";"773.1";"1130.5499";"11868.66";"19816.37"
"2020-09-30";"1069.4966";"94.7";"-0.04";"1292.46";"1753.2";"1129.3099";"11868.88";"19815.79"
"2020-09-29";"1070.4898";"94.79";"-0.02";"1275.19";"1538.2";"1129.3099";"11892.46";"19788.88"
"2020-09-28";"1070.9729";"94.83";"-0.05";"1134.44";"1727.3";"1129.3081";"11892.24";"19789.46"
"2020-09-27";"1071.589";"94.89";"0.12";"2077.39";"716.6";"1129.2598";"11891.9";"19787.26"
"2020-09-26";"1070.2384";"94.77";"0.14";"2190.75";"587.8";"1129.2548";"11892.3";"19786.2"
"2020-09-25";"1068.6388";"94.63";"0.12";"2071.88";"759.5";"1129.2548";"11892.32";"19786.15"
"2020-09-24";"1067.3285";"94.52";"0.12";"2061.92";"674.8";"1129.2548";"11529.95";"19176"
"2020-09-23";"1065.9462";"94.39";"0.09";"1547.66";"572.2";"1129.255";"11529.95";"19176"
"2020-09-22";"1064.9305";"94.3";"0.1";"1619.69";"462.5";"1129.2551";"11505.96";"19090.34"
"2020-09-21";"1063.987";"94.22";"0.07";"1658.76";"859.9";"1129.2551";"11893.05";"19784.3"
"2020-09-20";"1063.0506";"94.14";"0.19";"2363.07";"189.4";"1129.2628";"11893.55";"19783.46"
"2020-09-19";"1060.8214";"93.94";"0.21";"2550.87";"192.1";"1129.2628";"11893.98";"19782.32"
"2020-09-18";"1058.6611";"93.75";"0.14";"1965.57";"339.3";"1129.2628";"11894.35";"19781.35"
"2020-09-17";"1057.0422";"93.6";"0.13";"1808.07";"360.2";"1129.2628";"11894.66";"19780.53"
"2020-09-16";"1057.4496";"93.64";"0.11";"1657.08";"441.8";"1129.2628";"11895.07";"19779.46"
"2020-09-15";"1056.3127";"93.54";"0.1";"1692.24";"532.9";"1129.2628";"11895.51";"19778.28"
"2020-09-14";"1055.0942";"93.43";"0.14";"2018.78";"488.5";"1129.2628";"11895.74";"19777.67"
"2020-09-13";"1053.5624";"93.31";"0.27";"3131.94";"124";"1129.1408";"11895.84";"19773.44"
"2020-09-12";"1050.5453";"93.04";"0.27";"3178.25";"161.7";"1129.1408";"11896.89";"19770.67"
"2020-09-11";"1047.6194";"92.78";"0.14";"2048.75";"432.1";"1129.1408";"11896.55";"19771.58"
"2020-09-10";"1045.9853";"92.64";"0.1";"1975.34";"810.9";"1129.1408";"11896.96";"19770.49"
"2020-09-09";"1044.8247";"92.54";"0.13";"2096.16";"675";"1129.0908";"11897.14";"19770.01"
"2020-09-08";"1043.3829";"92.41";"0.12";"2053.08";"668.1";"1129.0908";"11897.35";"19769.45"
"2020-09-07";"1042.1396";"92.3";"0.12";"1998.56";"643.8";"1129.0908";"11897.75";"19768.4"
"2020-09-06";"1040.8077";"92.18";"0.23";"2870.08";"252.7";"1129.0795";"11898.74";"19768.27"
"2020-09-05";"1038.2018";"91.95";"0.25";"3046.58";"209.1";"1129.0795";"11899.16";"19767.16"
"2020-09-04";"1035.4785";"91.71";"0.15";"2170.28";"442.9";"1129.0795";"11899.24";"19766.95"
"2020-09-03";"1033.7564";"91.56";"0.15";"2051.83";"385";"1129.0795";"11899.51";"19766.23"
"2020-09-02";"1032.0721";"91.41";"0.11";"2003.1";"773.4";"1129.0795";"11912.24";"19767.03"
"2020-09-01";"1029.0284";"91.14";"0.08";"1868.08";"923";"1129.0795";"11911.64";"19768.63"
"2020-08-31";"1028.8249";"91.15";"0.03";"1965.52";"1591.8";"1128.7466";"11924.1";"19769.09"
"2020-08-30";"1031.5145";"91.4";"0.14";"2644.23";"1054.1";"1128.6046";"11924.06";"19770.95"
"2020-08-29";"1029.8406";"91.25";"0.15";"2645.68";"1004.8";"1128.6046";"11928.58";"19772.21"
"2020-08-28";"1028.3186";"91.12";"0.11";"2334.21";"1117.3";"1128.5546";"11927.95";"19773.89"
"2020-08-27";"1028.7741";"91.19";"0.06";"1836.58";"1142.7";"1128.179";"11927.5";"19775.06"
"2020-08-26";"1028.0908";"91.13";"0.14";"2434.23";"898.9";"1128.179";"11927.08";"19776.19"
"2020-08-25";"1026.7465";"91.01";"0.14";"2356.31";"771.6";"1128.179";"11926.71";"19777.16"
"2020-08-24";"1025.1696";"90.87";"0.12";"2386.19";"1013.2";"1128.179";"11926.55";"19777.57"
"2020-08-23";"1023.8301";"90.76";"0.29";"3660.43";"421.9";"1128.0961";"11925.95";"19777.17"
"2020-08-22";"1020.5661";"90.47";"0.31";"3709.68";"241.1";"1128.0961";"11925.63";"19778.01"
"2020-08-21";"1017.1886";"90.17";"0.24";"3196.52";"525";"1128.0961";"11925.23";"19779.07"
"2020-08-20";"1014.5161";"89.93";"0.19";"2697.48";"591.7";"1128.0961";"11924.79";"19780.25"
"2020-08-19";"1012.5652";"89.76";"0.19";"2746.86";"639.5";"1128.0961";"11924.51";"19780.98"
"2020-08-18";"1010.5197";"89.58";"0.19";"2677.7";"552.5";"1128.0961";"11924.37";"19781.36"
"2020-08-17";"1008.405";"89.39";"0.21";"2848.49";"488.4";"1128.0961";"11924.37";"19781.36"
